Customer_ID,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Tenure_Months,Products_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Available_Credit,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Stay_Probability,NB_Churn_Probability,Marital_Divorced,Marital_Married,Marital_Single,Marital_Unknown,Card_Blue,Card_Gold,Card_Platinum,Card_Silver,Predicted_Churn
804424383,0,63.0,0,1,6,2,53.5,3,3.0,2.0,10215.0,1010,9205.0,0.843,1904.0,40,1.0,0.099,0.00018558,0.99981,False,True,False,False,True,False,False,False,1
718813833,0,44.0,1,3,5,5,34.0,5,2.0,2.0,10100.0,0,10100.0,0.525,1052.0,18,1.172,0.0,0.00012144,0.99988,False,False,True,False,True,False,False,False,1
806624208,0,47.0,0,4,3,1,42.0,6,0.5,0.5,4785.0,1362,3423.0,0.739,1045.0,38,0.9,0.285,7.6642e-06,0.99999,False,True,False,False,True,False,False,False,1
778348233,0,53.0,0,3,6,3,33.0,3,2.0,3.0,2753.0,1811,942.0,0.977,1038.0,25,1.172,0.658,0.00021834,0.99978,False,True,False,False,True,False,False,False,1
712991808,0,53.0,0,2,5,2,48.0,2,4.5,1.0,2451.0,1690,761.0,1.201,1596.0,26,1.172,0.69,0.00012458,0.99988,False,True,False,False,True,False,False,False,1
709029408,0,41.0,0,4,2,2,36.0,4,1.0,2.0,8923.0,2517,6406.0,1.201,1589.0,24,1.172,0.282,5.7762e-05,0.99994,False,True,False,False,True,False,False,False,1
788658483,0,53.0,1,2,0,4,38.0,5,2.0,3.0,2650.0,1490,1160.0,1.201,1411.0,28,1.0,0.562,0.00018612,0.99981,False,True,False,False,True,False,False,False,1
787937058,0,58.0,0,0,2,3,49.0,6,2.0,2.0,12555.0,1696,10859.0,0.519,1291.0,24,0.714,0.135,9.7673e-05,0.9999,False,True,False,False,True,False,False,False,0
715318008,0,55.0,1,1,0,4,36.0,4,2.0,1.0,3520.0,1914,1606.0,0.51,1407.0,43,0.483,0.544,6.2639e-05,0.99994,False,False,True,False,True,False,False,False,1
713962233,0,55.0,1,3,2,4,36.0,6,2.0,3.0,3035.0,2298,737.0,1.201,1877.0,37,1.172,0.757,0.00019864,0.9998,False,True,False,False,True,False,False,False,1
785432733,0,42.0,1,4,3,4,36.0,2,3.0,3.0,15433.0,0,15433.0,0.865,966.0,22,1.172,0.0,0.00035532,0.99964,False,True,False,False,False,True,False,False,0
715190283,0,57.0,1,1,2,1,49.0,3,3.0,2.0,3672.0,886,2786.0,1.201,1464.0,28,0.556,0.241,0.00016883,0.99983,False,False,False,True,True,False,False,False,1
708300483,1,66.0,1,0,1,5,53.5,5,4.0,3.0,7882.0,605,7277.0,1.052,704.0,16,0.2279999999999999,0.077,0.0006947755,0.9993,False,True,False,False,True,False,False,False,0
827111283,0,45.0,0,3,2,3,41.0,2,2.0,2.0,23836.25,578,22660.75,1.042,1109.0,28,0.474,0.018,0.00011811,0.99988,False,False,True,False,True,False,False,False,0
758551608,0,51.0,0,2,6,1,44.0,4,1.0,0.5,6205.0,2204,4001.0,0.803,1347.0,28,0.556,0.355,2.2331e-05,0.99998,False,True,False,False,True,False,False,False,1
773146383,0,50.0,1,1,0,1,43.0,3,2.0,3.0,17304.0,2517,14787.0,1.201,1756.0,33,1.172,0.145,0.00015785,0.99984,False,False,True,False,False,False,False,True,0
778493808,0,49.0,0,3,3,2,37.0,5,2.0,1.0,3906.0,0,3906.0,1.201,1756.0,32,1.0,0.0,6.9242e-05,0.99993,False,True,False,False,True,False,False,False,1
720572508,0,38.0,1,4,2,5,28.0,2,3.0,3.0,9830.0,2055,7775.0,0.977,1042.0,23,0.917,0.209,0.00031726,0.99968,False,False,True,False,True,False,False,False,0
712661433,0,49.0,0,4,5,3,30.0,3,2.0,3.0,23836.25,0,22660.75,1.201,1444.0,28,1.172,0.0,0.00020643,0.99979,False,False,True,False,True,False,False,False,0
789172683,0,56.0,0,2,1,2,45.0,6,2.0,0.5,2283.0,1430,853.0,1.201,1741.0,27,0.588,0.626,6.0759e-05,0.99994,False,True,False,False,True,False,False,False,1
738406533,0,59.0,0,1,1,1,52.0,3,2.0,2.0,2548.0,2020,528.0,1.201,1719.0,27,1.172,0.793,0.0001546,0.99985,False,True,False,False,True,False,False,False,1
799723908,0,46.0,0,3,3,3,40.0,4,3.0,3.0,19458.0,1435,18023.0,0.787,1217.0,27,0.8,0.074,0.00030516,0.99969,False,True,False,False,True,False,False,False,0
771490833,0,52.0,0,1,0,3,40.0,5,1.0,1.0,4745.0,1227,3518.0,0.624,1140.0,40,0.6,0.259,3.031e-05,0.99997,False,False,True,False,True,False,False,False,1
720756708,0,52.0,1,3,6,4,41.0,6,3.0,2.0,2622.0,1549,1073.0,1.201,1878.0,30,1.143,0.591,0.00020516,0.99979,False,True,False,False,True,False,False,False,1
779471883,1,54.0,1,1,2,4,40.0,2,3.0,1.0,1438.3,808,630.3,0.997,705.0,19,0.9,0.562,0.0006947755,0.9993,False,True,False,False,True,False,False,False,1
711525033,0,66.0,1,0,3,4,53.5,3,4.0,2.0,3171.0,2179,992.0,1.201,1946.0,38,1.172,0.687,0.00018134,0.99982,False,True,False,False,True,False,False,False,1
712813458,0,49.0,0,2,6,0,36.0,4,2.0,0.5,19763.0,2517,17246.0,0.664,1414.0,35,0.25,0.127,4.6151e-05,0.99995,False,True,False,False,True,False,False,False,0
714374133,1,56.0,0,2,2,0,36.0,1,3.0,3.0,15769.0,0,15769.0,1.041,602.0,15,0.364,0.0,0.0006947755,0.9993,False,True,False,False,True,False,False,False,0
717891558,0,49.0,1,4,2,4,36.0,6,4.0,2.0,3298.0,2200,1098.0,0.678,1052.0,32,0.6,0.667,0.00022797,0.99977,False,False,False,True,True,False,False,False,1
716632758,0,49.0,1,3,2,4,36.0,2,2.0,0.5,2802.0,2363,439.0,0.75,1295.0,40,0.6,0.843,4.3568e-05,0.99996,False,False,True,False,True,False,False,False,1
768563658,0,56.0,0,2,5,1,50.0,4,2.0,3.0,4458.0,1880,2578.0,1.107,1424.0,29,1.172,0.422,0.00019683,0.9998,False,True,False,False,True,False,False,False,1
711427458,0,44.0,1,5,2,5,35.0,4,1.0,2.0,6273.0,978,5295.0,1.201,1359.0,25,1.083,0.156,5.6861e-05,0.99994,False,True,False,False,True,False,False,False,1
714091983,0,42.0,0,2,3,2,34.0,4,4.0,3.0,3336.0,1753,1583.0,0.69,1168.0,27,1.172,0.525,0.00035539,0.99964,False,False,True,False,True,False,False,False,1
787584108,0,55.0,0,3,6,3,47.0,4,2.0,3.0,3436.0,2016,1420.0,0.901,1097.0,33,0.833,0.587,0.00021834,0.99978,False,True,False,False,True,False,False,False,1
712030833,1,48.0,0,2,2,2,35.0,2,4.0,4.0,23836.25,0,22660.75,0.763,691.0,15,0.5,0.0,0.0006947755,0.9993,False,True,False,False,False,False,False,True,0
711481533,0,39.0,0,1,3,2,33.0,5,3.0,3.0,5926.0,1251,4675.0,0.944,1316.0,28,1.154,0.211,0.00027604,0.99972,True,False,False,False,True,False,False,False,1
710082708,0,44.0,0,4,4,0,32.0,2,4.0,2.0,23836.25,2102,21855.0,0.997,1276.0,26,0.733,0.088,0.00026824,0.99973,False,False,True,False,True,False,False,False,0
708155733,0,53.0,0,2,3,0,44.0,4,2.0,2.0,14734.0,1634,13100.0,0.989,1289.0,23,0.917,0.111,0.00011065,0.99989,False,False,True,False,True,False,False,False,0
788979258,0,51.0,0,4,5,3,38.0,4,1.0,4.0,23836.25,1515,22660.75,0.592,1293.0,32,0.6,0.044,0.00015398,0.99985,False,False,True,False,False,False,False,True,0
807986133,0,57.0,0,2,0,2,52.0,5,3.0,3.0,6584.0,1817,4767.0,0.62,1353.0,35,0.667,0.276,0.00029411,0.99971,False,True,False,False,True,False,False,False,1
788730933,0,44.0,1,2,5,4,20.0,6,3.0,3.0,2084.0,1468,616.0,1.004,1132.0,28,0.556,0.704,0.00031104,0.99969,False,False,True,False,True,False,False,False,1
711314058,0,49.0,0,2,2,2,32.0,2,2.0,2.0,1687.0,1107,580.0,1.201,1670.0,17,1.172,0.656,0.00011382,0.99989,False,True,False,False,True,False,False,False,1
717975333,0,50.0,0,2,1,3,38.0,6,2.0,2.0,23836.25,1330,22660.75,1.072,837.0,15,1.172,0.053,0.00016471,0.99984,False,True,False,False,True,False,False,False,0
715971108,0,51.0,0,4,2,0,42.0,3,2.0,3.0,23836.25,1763,22660.75,1.201,1550.0,41,1.05,0.051,0.00020077,0.9998,False,False,True,False,True,False,False,False,0
720096558,0,55.0,1,2,2,4,42.0,5,3.0,3.0,2216.0,1034,1182.0,0.758,1540.0,36,0.286,0.467,0.00030251,0.9997,False,True,False,False,True,False,False,False,1
719580033,0,54.0,0,1,2,2,43.0,4,2.0,3.0,2910.0,2030,880.0,0.769,1256.0,21,0.4,0.698,0.00017969,0.99982,False,False,False,True,True,False,False,False,1
820582308,0,42.0,0,5,5,3,37.0,6,2.0,2.0,22913.0,1528,21385.0,0.414,1394.0,35,0.522,0.067,0.00012082,0.99988,False,True,False,False,True,False,False,False,0
789973308,0,44.0,0,1,0,2,35.0,3,3.0,3.0,23836.25,1932,22380.0,1.201,1341.0,24,1.172,0.079,0.00027607,0.99972,False,False,True,False,True,False,False,False,0
712876233,0,53.0,0,2,2,3,36.0,5,3.0,2.0,5272.0,1515,3757.0,0.857,1289.0,33,0.435,0.287,0.00017987,0.99982,False,False,True,False,True,False,False,False,1
804595158,0,44.0,1,4,2,4,36.0,6,4.0,2.0,7000.0,2517,4483.0,0.475,1112.0,23,1.172,0.36,0.00022797,0.99977,False,False,True,False,True,False,False,False,0
714826758,0,37.0,1,3,5,4,29.0,4,4.0,2.0,7038.0,1801,5237.0,0.751,2339.0,57,0.966,0.256,0.00023192,0.99977,False,False,True,False,True,False,False,False,1
779058108,0,49.0,0,3,2,2,30.0,6,1.0,2.0,2536.0,1823,713.0,0.703,1468.0,23,0.353,0.719,5.7151e-05,0.99994,True,False,False,False,True,False,False,False,1
710790258,0,47.0,0,2,2,3,38.0,6,3.0,2.0,23836.25,1899,22660.75,0.85,1334.0,35,0.4,0.066,0.00017987,0.99982,False,True,False,False,True,False,False,False,0
715623483,0,47.0,0,3,2,2,37.0,4,4.0,0.5,8567.0,1695,6872.0,1.201,1457.0,41,1.172,0.198,8.3212e-05,0.99992,False,True,False,False,True,False,False,False,1
715156383,0,44.0,0,1,6,0,36.0,6,2.0,2.0,23836.25,1533,22660.75,0.924,1603.0,29,0.526,0.044,0.00011743,0.99988,False,False,False,True,True,False,False,False,0
711013983,1,55.0,1,4,6,1,45.0,2,4.0,3.0,2158.0,0,2158.0,0.585,615.0,12,0.714,0.0,0.0006947755,0.9993,False,True,False,False,True,False,False,False,1
755420433,0,59.0,1,1,2,5,52.0,2,3.0,3.0,10133.0,1417,8716.0,0.383,1068.0,20,0.818,0.14,0.00028395,0.99972,False,True,False,False,True,False,False,False,0
794543958,0,53.0,0,1,2,3,35.0,5,4.0,2.0,23836.25,1219,22660.75,1.129,1590.0,27,1.172,0.035,0.00020404,0.9998,True,False,False,False,True,False,False,False,0
716396358,0,52.0,0,2,2,2,47.0,5,3.0,0.5,3085.0,1910,1175.0,0.921,1531.0,35,0.667,0.619,6.6354e-05,0.99993,False,True,False,False,True,False,False,False,1
715398033,0,53.0,0,2,3,0,35.0,4,2.0,1.0,19040.0,2056,16984.0,0.607,1212.0,31,0.722,0.108,6.6728e-05,0.99993,False,False,True,False,True,False,False,False,0
711743883,0,43.0,1,3,5,4,35.0,5,2.0,3.0,4026.0,0,4026.0,0.483,1237.0,32,0.6,0.0,0.00020424,0.9998,False,False,True,False,True,False,False,False,1
719720058,0,44.0,0,3,3,2,31.0,4,3.0,1.0,12756.0,837,11919.0,1.201,1413.0,14,1.172,0.066,0.00010943,0.99989,False,False,True,False,True,False,False,False,1
778992108,0,57.0,0,2,6,0,45.0,5,3.0,3.0,5266.0,0,5266.0,1.201,1516.0,29,1.172,0.0,0.00033251,0.99967,False,True,False,False,True,False,False,False,1
717539808,0,51.0,1,2,3,4,36.0,3,2.0,2.0,9930.0,0,9930.0,0.731,1276.0,21,1.172,0.0,0.00011065,0.99989,False,False,True,False,True,False,False,False,1
714070758,0,49.0,0,4,3,3,38.0,4,3.0,0.5,23836.25,1953,22660.75,0.875,1564.0,35,1.172,0.062,6.765e-05,0.99993,False,False,True,False,True,False,False,False,0
714107958,0,45.0,0,1,2,1,36.0,4,4.0,3.0,6576.0,0,6576.0,0.579,1465.0,34,0.619,0.0,0.00034315,0.99966,False,False,True,False,True,False,False,False,1
789140283,0,53.0,0,0,2,3,42.0,5,4.0,1.0,2664.0,2037,627.0,0.85,1286.0,29,0.933,0.765,0.0001125,0.99989,False,False,True,False,True,False,False,False,1
715550508,0,45.0,1,3,6,5,28.0,5,1.0,2.0,2535.0,2440,95.0,1.201,1312.0,20,1.172,0.963,6.282e-05,0.99994,False,True,False,False,True,False,False,False,1
719712633,0,64.0,0,1,2,4,52.0,6,4.0,3.0,1709.0,895,814.0,1.201,1673.0,32,0.882,0.524,0.00034315,0.99966,False,True,False,False,True,False,False,False,1
772629333,0,45.0,0,3,2,1,35.0,5,4.0,2.0,3454.0,1200,2254.0,0.597,1313.0,30,0.304,0.347,0.00022556,0.99977,False,True,False,False,True,False,False,False,1
720336708,0,53.0,0,3,1,1,35.0,5,3.0,2.0,3789.0,1706,2083.0,1.047,1609.0,42,0.68,0.45,0.00027008,0.99973,False,True,False,False,True,False,False,False,1
802013583,0,56.0,0,3,0,0,50.0,3,2.0,0.5,9689.0,2250,7439.0,0.576,1158.0,19,0.727,0.232,4.2358e-05,0.99996,False,True,False,False,True,False,False,False,0
711887583,1,47.0,0,2,6,3,37.0,2,3.0,3.0,5449.0,1628,3821.0,0.696,836.0,18,0.385,0.299,0.0006947755,0.9993,False,True,False,False,True,False,False,False,0
714778833,0,49.0,1,3,0,5,43.0,4,4.0,0.5,23032.0,1960,21072.0,0.619,1289.0,22,1.0,0.085,8.0901e-05,0.99992,False,False,True,False,True,False,False,False,0
713843283,0,41.0,1,3,6,5,34.0,5,3.0,3.0,23836.25,2053,22660.75,1.034,1487.0,26,0.733,0.059,0.00031177,0.99969,False,True,False,False,False,False,False,True,0
779155158,0,53.0,0,3,2,0,34.0,6,2.0,2.0,2940.0,1264,1676.0,0.562,1259.0,33,0.5,0.43,0.00011811,0.99988,False,True,False,False,True,False,False,False,1
721091583,0,44.0,1,2,2,4,32.0,3,3.0,3.0,3031.0,1879,1152.0,0.788,1298.0,15,1.172,0.62,0.00030251,0.9997,False,False,True,False,True,False,False,False,1
713572683,0,44.0,0,3,3,2,25.0,3,3.0,0.5,1862.0,0,1862.0,0.883,1226.0,34,0.789,0.0,6.6935e-05,0.99993,False,False,False,True,True,False,False,False,1
716657058,0,43.0,1,4,4,4,33.0,2,3.0,3.0,8358.0,926,7432.0,0.762,1566.0,37,0.542,0.111,0.00037329,0.99963,False,True,False,False,True,False,False,False,1
779509983,0,53.0,0,2,4,0,36.0,6,1.0,2.0,23836.25,931,22660.75,0.828,1022.0,21,1.1,0.027,6.4807e-05,0.99994,False,False,True,False,True,False,False,False,0
717929133,0,44.0,0,1,5,2,36.0,5,2.0,3.0,14450.0,2440,12010.0,1.201,1235.0,30,0.667,0.169,0.00018475,0.99982,False,True,False,False,True,False,False,False,0
808284783,0,62.0,1,1,6,4,53.5,6,0.5,0.5,1438.3,0,1438.3,0.813,1951.0,44,1.095,0.0,7.7559e-06,0.99999,False,True,False,False,True,False,False,False,1
708476808,0,54.0,0,4,6,0,36.0,6,3.0,2.0,23836.25,1960,22660.75,0.618,1047.0,31,0.824,0.058,0.00020735,0.99979,True,False,False,False,True,False,False,False,0
710916408,0,57.0,0,4,2,2,39.0,4,3.0,0.5,8466.0,1886,6580.0,0.56,1342.0,32,0.391,0.223,6.9589e-05,0.99993,False,True,False,False,True,False,False,False,1
708492558,0,42.0,0,3,6,2,36.0,5,3.0,3.0,15088.0,865,14223.0,0.939,1107.0,21,1.172,0.057,0.00034503,0.99965,False,True,False,False,True,False,False,False,0
799825758,0,42.0,0,4,3,2,36.0,5,1.0,2.0,3263.0,1674,1589.0,0.588,1251.0,35,0.346,0.513,5.6153e-05,0.99994,True,False,False,False,True,False,False,False,1
718619883,0,54.0,1,0,5,4,36.0,2,2.0,2.0,1494.0,706,788.0,1.201,1305.0,24,1.172,0.473,0.00010043,0.9999,False,True,False,False,True,False,False,False,1
711844758,0,48.0,0,3,2,3,35.0,6,1.0,0.5,13551.0,1294,12257.0,0.791,1388.0,37,1.056,0.095,2.1081e-05,0.99998,False,False,True,False,True,False,False,False,1
714798783,0,49.0,0,1,2,3,36.0,6,2.0,2.0,18886.0,895,17991.0,1.201,1235.0,18,1.172,0.047,0.00010684,0.99989,False,False,True,False,True,False,False,False,0
826762908,0,52.0,0,3,3,3,48.0,3,2.0,0.5,11976.0,1273,10703.0,1.024,2089.0,36,1.118,0.106,4.2354e-05,0.99996,False,False,False,True,True,False,False,False,1
771894558,0,50.0,0,3,3,3,39.0,4,1.0,4.0,9964.0,1559,8405.0,1.201,1626.0,25,0.786,0.156,0.00015942,0.99984,False,False,True,False,True,False,False,False,1
721074183,0,49.0,0,1,1,2,36.0,4,4.5,3.0,23836.25,1196,22660.75,0.712,1111.0,24,1.0,0.05,0.00032436,0.99968,False,True,False,False,True,False,False,False,0
715259583,0,53.0,1,2,3,4,44.0,3,2.0,3.0,5362.0,1901,3461.0,0.816,1553.0,38,1.0,0.355,0.0001861,0.99981,False,True,False,False,True,False,False,False,1
718414008,0,50.0,0,2,2,0,36.0,3,2.0,2.0,23836.25,1023,22660.75,1.004,1064.0,13,0.625,0.03,0.00011382,0.99989,False,False,True,False,True,False,False,False,0
719666283,0,55.0,1,1,1,4,36.0,4,1.0,0.5,3174.0,1951,1223.0,0.766,1243.0,29,0.611,0.615,2.7596e-05,0.99997,False,True,False,False,True,False,False,False,1
714877233,0,53.0,0,1,3,3,47.0,3,2.0,2.0,12262.0,1836,10426.0,1.201,1659.0,38,1.172,0.15,0.00010386,0.9999,False,True,False,False,True,False,False,False,1
785387883,0,47.0,1,3,3,1,41.0,4,3.0,3.0,3788.0,1540,2248.0,0.566,1594.0,47,0.382,0.407,0.00030516,0.99969,False,False,True,False,True,False,False,False,1
771075258,0,55.0,0,2,0,0,42.0,2,3.0,2.0,23836.25,1527,22660.75,0.526,1268.0,42,0.355,0.044,0.00015801,0.99984,False,False,True,False,False,False,False,True,0
711318033,0,47.0,0,3,2,2,36.0,4,2.0,2.0,2926.0,0,2926.0,0.676,1304.0,24,0.846,0.0,0.00011811,0.99988,False,False,True,False,True,False,False,False,1
783554958,0,58.0,0,4,2,0,52.0,6,1.0,0.5,23836.25,0,22660.75,0.567,1368.0,30,0.364,0.0,2.1307e-05,0.99998,False,False,True,False,True,False,False,False,0
720201033,1,53.0,0,2,2,3,41.0,3,3.0,2.0,11669.0,2227,9442.0,0.622,720.0,23,0.353,0.191,0.0006947755,0.9993,False,True,False,False,True,False,False,False,0
718039683,0,52.0,0,2,3,1,45.0,3,1.0,2.0,13532.0,1300,12232.0,0.846,1521.0,29,1.172,0.096,5.3542e-05,0.99995,False,False,True,False,True,False,False,False,1
710806083,0,50.0,1,1,5,4,36.0,4,2.0,2.0,11888.0,2090,9798.0,0.7,1137.0,30,0.765,0.176,9.9255e-05,0.9999,False,False,False,True,False,False,False,True,0
714752208,0,42.0,1,1,2,4,36.0,5,1.0,2.0,2393.0,1985,408.0,0.788,978.0,16,0.778,0.83,5.1697e-05,0.99995,False,True,False,False,True,False,False,False,1
822063408,0,43.0,0,4,6,1,39.0,5,1.0,2.0,6111.0,2517,3594.0,0.632,1221.0,16,1.172,0.412,6.3492e-05,0.99994,False,True,False,False,True,False,False,False,1
714490308,0,57.0,0,4,2,3,46.0,3,2.0,3.0,19270.0,1662,17608.0,1.186,1565.0,28,1.172,0.086,0.00020077,0.9998,False,True,False,False,True,False,False,False,0
713356833,0,52.0,0,1,2,3,43.0,3,1.0,4.0,3710.0,2517,1193.0,1.201,1578.0,34,0.7,0.678,0.00014834,0.99985,False,True,False,False,True,False,False,False,1
711402333,0,47.0,0,2,1,4,37.0,2,1.0,3.0,3235.0,797,2438.0,0.541,1493.0,32,1.0,0.246,0.00013405,0.99987,False,False,True,False,True,False,False,False,1
708296883,0,44.0,1,3,2,1,38.0,3,1.0,0.5,11749.0,788,10961.0,0.688,1178.0,27,0.929,0.067,2.1081e-05,0.99998,False,False,True,False,True,False,False,False,1
719154483,0,53.0,0,2,3,2,36.0,5,3.0,2.0,7753.0,2100,5653.0,0.839,991.0,26,0.733,0.271,0.00017486,0.99983,True,False,False,False,True,False,False,False,0
717721458,0,45.0,0,4,0,2,40.0,5,1.0,0.5,10408.0,1186,9222.0,1.201,2560.0,42,1.172,0.114,2.0715e-05,0.99998,True,False,False,False,True,False,False,False,1
711112683,0,63.0,1,1,0,5,36.0,6,2.0,3.0,3967.0,1568,2399.0,1.201,1657.0,29,1.172,0.395,0.0001747,0.99983,False,True,False,False,True,False,False,False,1
715674483,0,39.0,1,2,4,4,27.0,4,2.0,2.0,6205.0,2517,3688.0,0.939,1204.0,19,0.727,0.406,0.00013393,0.99987,False,False,True,False,True,False,False,False,1
789322833,1,48.0,1,5,3,4,38.0,1,3.0,3.0,8025.0,0,8025.0,0.654,673.0,18,0.8,0.0,0.0006947755,0.9993,False,True,False,False,True,False,False,False,1
789968058,0,51.0,0,1,6,0,42.0,6,2.0,3.0,9036.0,2327,6709.0,0.649,1131.0,18,0.636,0.258,0.00019751,0.9998,False,False,True,False,True,False,False,False,0
709919283,0,54.0,0,4,2,3,34.0,2,3.0,2.0,14926.0,2517,12409.0,1.201,1576.0,25,1.172,0.169,0.00018864,0.99981,False,True,False,False,True,False,False,False,0
718744008,0,59.0,1,1,2,4,36.0,3,2.0,3.0,6335.0,1128,5207.0,0.397,1217.0,20,0.667,0.178,0.00017969,0.99982,False,False,True,False,True,False,False,False,1
